Sim;1;2;3;4;5;6;7;8;9;10;11;Mean
74;62.04050839498697;69.57985059072858;63.32963050439306;59.873920311058285;73.16773635501825;73.98710246301135;69.14779017783917;68.25724923881704;62.60285478486817;66.75925783516782;60.72925559543472;66.31592329557485
75;65.3911109087787;67.45235298637849;65.88699993768432;57.15266478964903;71.87931520848575;74.20377191647813;70.80145821477845;68.91169139241137;66.65164331812127;63.667878563373414;60.46354370547346;66.58749372196476
76;63.10699531828004;68.52459565389287;76.133282110717;70.68551156105873;75.16373465112613;80.73615321825163;79.84377094614499;66.36552627819931;70.08541746152817;72.359113415216;74.83230194398314;72.53058205076347
77;63.23217928734334;63.444896642711676;67.10248945238688;57.25165010716261;68.77883999431938;72.756043151764;70.98934886506547;65.32425368890752;66.3310003734294;61.5903996659886;62.014772478252965;65.34689760975745
78;43.9466098573775;47.42852323964845;50.419413501572926;46.53197986988274;51.54697016893887;54.63496185633092;53.3517580640445;46.28241325231335;47.68465154427282;48.8493647025999;48.788184041027876;49.042257281637255
79;72.48415483031579;68.91659495369623;75.63339015673021;61.27422613565919;75.357080132238;80.65091902183084;79.47547098828176;72.94214708880777;76.15329102419446;66.0855005711974;67.96420814332784;72.44881664057085
80;55.044298413868304;48.31312355067047;55.61528224503235;41.28480902742657;53.366451863150196;57.96137993732977;57.88328392501798;53.61187824479088;57.55847433721549;44.839035539967796;47.83958771710294;52.11978225468843
81;84.44206532634541;92.74508252587465;91.35124906343344;85.07301155301877;99.12495632813554;102.63813946033495;98.11755096170562;90.9618340513559;88.2628046711551;91.9502347142958;87.98576402134763;92.05933569790936
82;77.71119725026657;73.51291184507211;78.15260700547572;62.1404188025215;79.70331709699981;84.41399070839176;82.51422676598074;78.48825824260886;80.22818715676995;68.52262889059173;69.0486641852734;75.85785526817746
83;41.166772492601055;44.23518699618569;45.97064479648386;42.17357291979355;47.84983850426598;50.37918402375238;48.87889808411572;43.73618094460262;43.802066934998216;44.57961815970816;44.396953838338554;45.19717433589507
84;49.39102326050636;53.58077795724647;58.918893220341815;54.832893102961755;58.685747233369945;62.857151189926896;61.95440002345537;51.79882656743719;54.691718762493196;56.53866843770894;57.66004971087499;56.44637722421117
85;61.92036178095286;65.57561866632895;60.20272320347135;53.49086256408281;69.03386427763829;69.97315108070248;65.57133671359315;66.58794601240614;61.59503711622003;60.80025865379902;55.48091625534481;62.74837057495817
86;60.12406015462697;61.10551085383875;61.80841349595154;52.948211975420755;65.56227664965506;68.38941946502044;65.9226000370199;62.8530991887412;61.92113328610104;58.10214820287602;56.821229733159726;61.41437300385558
87;64.58382267420896;67.3674571108815;63.709065144745495;55.928952551147425;71.38513400688619;73.02392118962825;68.9960695340825;68.80729269280717;64.8500081569246;62.90082177995073;58.64162304679856;65.47219708073285
88;69.84806029470408;73.07153595493426;62.87741128712256;54.355772186602124;75.92492767625974;75.49062290043902;69.42825815078629;75.5079828406587;67.03095831595226;64.52305529490704;56.163888587518905;67.65658849908046
89;57.99388102162596;53.44925378770843;63.745244709564986;50.68616686171369;59.529783606398816;65.36216489331576;65.91639894776654;56.8976031794515;62.94528851729191;52.93127670502826;57.41784126021223;58.80680940818891
90;45.55447205927883;46.89308545249578;49.26192283143352;43.300255896042586;50.815555279496024;53.66773321462715;52.23745907966604;47.510857799653905;48.06153796217319;46.27125777768465;46.304086172055364;48.170747593146096
91;46.61758712100592;45.519128793687536;53.449624086291216;45.25312402710792;50.56500399460733;55.26478697719353;55.47474704435051;46.6273063098329;51.355105393775034;46.703398913815064;49.80834566365848;49.69437802957505
92;57.973437863876256;65.53863696353926;62.32451193354872;59.758880328769266;69.60034780287494;71.34234866116644;67.4909912714178;63.584944307183726;59.964537760544374;64.89164144970259;60.874947657506475;63.940475090920884
93;68.1188972849431;71.63343384732858;67.72340781171457;59.8247534213034;75.85429830471827;77.56018093818493;73.30198711350874;72.78011268891937;68.60491504545764;67.14535665707879;62.59857738939623;69.5587200456867
94;34.05190645792737;35.73402051044563;40.008602520342784;36.17815615487812;39.30755247080947;42.34940804935506;41.94125609335574;35.38793133271524;37.41169131039488;37.17411071871122;38.74444782686121;38.02628031325425
95;64.3074433724095;66.25567955071004;58.722137429495845;50.1484016443123;69.26650198703922;69.48720942467453;64.4456112623108;68.7621348404214;62.38178449401047;58.99116803679078;52.2838662586806;62.2774489364414
96;113.03561523766292;116.14789221137254;110.46243676298158;95.1216613544449;123.11728903294613;126.09848300525533;119.38236883375085;119.36713050167279;113.57467484844531;107.73506065723376;100.25303172807155;113.11778583398527
97;93.18835622741928;102.61421960109321;99.44057014319758;92.46446037821386;109.22349888351008;112.50227955815645;107.09207632305456;100.93887224987016;96.50886241534727;100.58588423686906;95.60295670738157;100.92382152037393
98;99.79625082243375;103.53008896240215;106.07510920525617;93.61088293747758;111.55148978967676;116.89269888949562;112.99966955030574;104.55743545557375;104.4317659615345;101.28936409094638;99.28110694266314;104.91053296434234
99;72.87691877087464;84.15134713315906;83.66530910940642;81.61269441009736;90.1149562703189;93.56068725120969;89.69153845828845;79.94040762711242;77.90127682967363;86.36803233709713;83.34278357386525;83.92963197919119
100;62.10603046653728;63.42789348558759;71.54350975742582;63.09689199835135;69.869176752707;75.43953924304402;74.87041713294582;63.64860921278135;67.98691584960518;65.32357738340757;68.06608118479653;67.76169476974451
101;80.35532009718698;80.31108747174248;79.73906294059874;67.1156198193207;85.9197651081093;89.16835969147994;85.44474776010219;83.46786680815912;81.7328988492542;75.05936684410611;71.90540724124033;80.01995478466364
102;87.60728847202111;90.63791726413547;87.1631487590927;75.73864794312719;96.27734390288714;98.92906094832209;93.97187859795251;92.76260065356202;88.56113469230841;84.85807474985809;79.9329665697342;88.76727841390917
103;34.1727282830146;36.72619975066097;40.32502689780014;37.309483851663515;40.24911611304744;43.10984683042466;42.45014392422024;35.70271082533832;37.68719502069382;38.59549628837429;39.26500526647085;38.690268459246255
104;76.9825313673498;78.97160810426499;74.96374088092259;64.68776128262283;83.75699365698634;85.78416526491591;81.12941943020755;81.36473869035322;77.11153736772143;73.18912322138976;68.15930199882588;76.91826556959639
105;52.550007797737244;59.489748064154426;56.86015211976066;54.46361637405474;63.20380690952884;64.85768457091851;61.46551653961083;57.4416534538702;54.71070503780001;59.1847133744838;55.397579573708576;58.14774398323889
106;49.73727942050037;62.4031351826768;56.42624347758849;59.37850318346986;65.63316546387409;66.27234209054005;61.78745438339855;57.09038076320947;52.110512475332456;64.04839082834097;57.98573506186027;59.352103848253755
107;71.2359469005117;84.6881858720609;80.94587643491329;80.9717125558595;89.97054546102383;92.31520262083674;87.50224614686988;79.55222429833212;75.30175975633009;86.47728384376235;81.43717350606359;82.7634688542331
108;78.66536894860972;93.6380012229796;84.15957461862672;84.28846525183258;98.26265726555044;98.99619968299174;92.17508338937664;88.51536615476947;80.66609763421896;92.77818035532778;83.51021018467121;88.69592770081408
109;61.23004423148807;68.41394097183169;72.03888713919955;68.2047123970034;74.10441292963448;78.2634303856269;76.28424002475103;65.66749341892043;66.77836805149146;71.06898993367354;71.06888102031701;70.28394550035796
110;99.59650452187032;99.48305373744289;102.62895474678439;86.88743496668866;107.3112888425661;112.67808469096312;109.1459495718251;102.9680455254162;103.13215284714639;95.02230229039071;93.75566511331041;101.14631244130948
111;80.83588811602405;89.4063932881897;89.55690651328622;84.33930167808234;95.97066273975206;99.91801457102136;95.93622201675267;87.07275382893907;85.42360151793638;90.0827237511474;87.15201185852877;89.6085890799691
112;51.4859183736344;49.53111830915952;53.58571091137842;43.91744176995107;53.98583383536294;57.52065427405368;56.459601059246715;52.08711959793005;53.95744405391058;47.53878646019397;48.31882293395972;51.67167741625283
113;78.67935308604143;77.77954853645042;73.75494481629563;60.54400065308774;82.38942106194982;84.3147262513444;79.75102801853635;81.95507763767765;77.99398933685394;70.00173489366844;64.81567395608599;75.63449984072652
114;82.88462694690894;82.1356344166781;89.00141954927739;75.3040884602512;89.54411096255772;95.4409339040475;93.73643412076873;84.69816101738836;87.8527474676954;80.51838260904344;81.95474356864922;85.7337530021151
115;67.60951870693572;80.33869087354516;79.21154315368253;79.12464710591277;85.8720021176454;88.91892497769632;85.05089481909084;75.06466549161483;72.73923797119726;83.40187449132414;80.04604726614363;79.76164063407168
116;90.75392530608872;90.74196921793597;94.35760965715747;79.90574366787753;97.99346713287187;103.10957906338203;100.13291706268244;93.61099273679915;94.53005437791681;87.15703897555633;86.24230217340798;92.59414539742512
117;41.38170855352355;43.0966033514631;44.70221827730734;39.59524986247252;46.52562843286586;48.9214111276977;47.476299975514884;43.474355615035805;43.51582208196636;42.405167328704586;42.185653098745796;43.934556155027046
118;64.65145374172238;56.24355302565232;69.07016315104971;51.75908489163514;63.07721181844782;69.90794358545848;71.04977823246001;62.048587527311625;69.66807359333586;54.33223812704478;60.3756814511483;62.92579719502423
119;76.22497904530192;92.67199480521347;87.72484215924976;89.56415088291591;98.29274312583667;100.57674439836492;95.05542689706954;85.98556488594117;80.81284862253739;95.4247207413269;89.299785294027;90.14852735070768
120;76.5436558010435;94.36093430026722;88.08801609808913;90.98526467966558;99.80173506585064;101.69398257577473;95.7293654724041;87.00764976645566;80.95030932547863;97.175274972051;90.1447752374146;91.13463302677225
121;43.80307282167877;43.736362684811155;48.20483004210574;41.21393125737788;47.85522810788868;51.27029036089298;50.59866262062579;44.77421301290944;46.94855596102872;43.53364868848534;44.84895953664779;46.07161409949567
122;41.454827507827005;52.231653044186395;51.43685887704319;54.02548926468892;55.882186653782156;57.87113790088118;55.30578999053061;47.040223845195314;45.62007210024527;56.10390964825818;53.69384126708991;51.87872637270255
123;78.09783283615279;86.6232271763439;80.54828894983211;75.5483991667269;91.53011914946077;93.17364421061099;87.59311181171202;85.21345867916644;79.4441882215444;83.68775095831396;77.07385045135631;83.50307923738369
124;49.202310204675726;64.03390451270859;59.90671034661726;64.85702039393459;67.85386441475046;69.23274736010725;65.17058275677039;57.201218064993185;53.082780442752124;68.0716041119545;63.3843487442694;61.99973557759395
125;55.0924441548557;53.276349002633445;52.917108088536686;42.59081843100272;56.9439011213162;59.07939011336376;56.64464074849372;56.65179386668162;55.3946494540539;48.377740177956056;46.47383599913197;53.0402428325478
126;71.28082924597436;79.66599608328313;84.42760435476953;80.34473309146483;86.51931064731997;91.610309671067;89.3936607368947;76.3265928171967;78.01630762072645;83.37405384412094;83.582567057846;82.23108774278761
127;65.09208143131906;74.21060282384826;70.77141473090727;68.07819388827085;78.76169247934298;80.74545990239962;76.4996035891896;71.55142883660356;67.70844629709556;73.78119675687844;69.31578619568089;72.410536993776
128;61.919913336589374;63.57982157950849;67.41909109278629;58.96401858168855;68.97600129978711;73.02066557110646;71.29635339460323;64.32665088818062;65.70530240797652;62.92926093960989;63.20857628685093;65.57687776169887
129;79.43479792110753;88.26955412231271;82.44849481149458;77.40695323513174;93.3219379982383;95.10804419062579;89.54547736763242;86.77472269217054;80.96196176562144;85.43978648135158;79.12422594408763;85.25781422997947
130;40.16465415259986;47.162785160147976;45.42041542844497;44.97770302625355;50.19187605914206;51.6225523288263;49.03052548301993;44.546867290955916;42.47327041844951;48.07159017205876;45.408080452875566;46.27911999752494
131;43.19653144155194;52.168341176893165;50.964899465995536;51.80809888839108;55.70104213076759;57.54042735119083;54.86971208283626;48.28619244990182;46.534500680127444;54.553602997992684;51.95666295090556;51.59818287423217
132;73.80243879035301;86.12459757166894;81.63254939173666;80.47415475591075;91.37731775374586;93.54611709664437;88.43113450873156;81.76686769135401;77.27446598140024;86.86233852090689;81.00470296337183;83.84515318416582
133;106.47264397324366;108.70712727920213;113.38666638790487;98.58717553030796;117.56234267512873;123.8578485739562;120.34271952630068;110.5855406116516;111.84642309587494;106.34824581874857;105.4481993770544;111.1949938953976
134;41.36567621822145;41.863195206020876;43.21796474041364;37.12916662948137;45.154162815681566;47.413601553840536;45.9436265713074;42.86908575705446;43.12197268740583;40.45142207261032;39.774948169415744;42.57316567467756
135;66.737916831431;71.50774753126892;71.11986052101312;64.76810322007222;76.60185162688363;79.56557236447128;76.25606235922744;71.13527027328261;69.48644393576939;70.23297320233101;67.61149452496083;71.3657542173374
136;75.42246081784671;77.28903113987947;78.44785587324981;67.9523064451345;83.02381988499683;86.71407859709323;83.64980814272604;79.09585605592547;77.96883209304355;74.08901814071702;72.73245535643687;77.85322932245904
137;76.30982373802901;78.34359663129402;87.56337689028473;77.61047404688426;86.15495918585215;92.77714893948814;91.82624221246739;78.46464226920826;83.29226918700198;80.56199135412811;83.42537773106598;83.30271838051857
138;84.95234232617028;89.42579302414754;89.8450812216315;80.0950256010323;95.8896865919902;99.84470721276364;96.02301224669793;89.67308712296392;88.5485748940783;87.23335909341914;84.28055871509814;89.61920254999936
139;84.79474447327426;88.89465485307896;93.01688183208842;82.99837180336753;96.16790156715133;101.3866305459342;98.62359131745546;88.69717720306784;90.23270041145021;88.72490011925298;87.89629818359788;91.03944111906539
140;77.01689833821145;80.98530240945281;82.95677488671494;74.08257376395014;87.21394698816826;91.3642717132989;88.34366220254824;81.37500474985976;80.7257596926458;79.57188010013192;78.54340518657857;82.01631636650552
141;93.12225319015084;107.62175298084463;98.0044224632178;95.54439168324095;113.23161077298657;114.53160548531922;107.03926454885607;103.47541274001449;95.08689942992679;105.4573424478102;95.8071349672312;102.62928097359988
